time,x,y,event,button
2025-06-03 17:01:09.695125,393.410888671875,567.9951171875,move,
2025-06-03 17:01:09.702869,400.162353515625,570.24560546875,move,
2025-06-03 17:01:09.710482,403.13616943359375,571.0952758789062,move,
2025-06-03 17:01:09.718821,412.8625793457031,574.33740234375,move,
2025-06-03 17:01:09.726880,414.7083740234375,574.70654296875,move,
2025-06-03 17:01:09.734638,418.3299560546875,576.0646362304688,move,
2025-06-03 17:01:09.742740,421.3037414550781,576.914306640625,move,
2025-06-03 17:01:09.750638,423.6856384277344,577.311279296875,move,
2025-06-03 17:01:09.772174,425.05108642578125,577.9939575195312,move,
2025-06-03 17:01:09.772303,426.4165344238281,578.3353271484375,move,
2025-06-03 17:01:09.777349,427.3572998046875,578.64892578125,move,
2025-06-03 17:01:09.782240,428.29803466796875,578.9625244140625,move,
2025-06-03 17:01:09.790459,428.86968994140625,579.248291015625,move,
2025-06-03 17:01:09.798615,429.4413757324219,579.5341796875,move,
2025-06-03 17:01:09.806302,430.0130615234375,579.8199462890625,move,
2025-06-03 17:01:09.816761,430.2711486816406,580.0780639648438,move,
2025-06-03 17:01:09.821682,430.52923583984375,580.336181640625,move,
2025-06-03 17:01:09.829794,431.15643310546875,581.2769165039062,move,
2025-06-03 17:01:09.837690,431.4977722167969,582.6423950195312,move,
2025-06-03 17:01:11.304880,432.421875,582.6423950195312,move,
2025-06-03 17:01:11.310022,434.2677001953125,582.6423950195312,move,
2025-06-03 17:01:11.318080,436.64959716796875,582.6423950195312,move,
2025-06-03 17:01:11.325964,439.031494140625,582.6423950195312,move,
2025-06-03 17:01:11.334052,442.0052795410156,582.6423950195312,move,
2025-06-03 17:01:11.342579,447.09033203125,583.15087890625,move,
2025-06-03 17:01:11.350024,452.9911804199219,583.6873168945312,move,
2025-06-03 17:01:11.358881,458.89202880859375,585.296630859375,move,
2025-06-03 17:01:11.366193,464.79290771484375,586.3695068359375,move,
2025-06-03 17:01:11.374066,470.69378662109375,587.9788208007812,move,
2025-06-03 17:01:11.381991,477.46661376953125,589.6719970703125,move,
2025-06-03 17:01:11.389771,483.36749267578125,591.8178100585938,move,
2025-06-03 17:01:11.399110,489.2683410644531,593.9635620117188,move,
2025-06-03 17:01:11.405786,495.169189453125,596.1093139648438,move,
2025-06-03 17:01:11.413633,501.37762451171875,598.9313354492188,move,
2025-06-03 17:01:11.421544,506.4626770019531,600.96533203125,move,
2025-06-03 17:01:11.429514,511.0391845703125,603.5078735351562,move,
2025-06-03 17:01:11.439221,514.8839111328125,605.9107666015625,move,
2025-06-03 17:01:11.445526,518.7286376953125,608.313720703125,move,
2025-06-03 17:01:11.453382,522.0927734375,611.197265625,move,
2025-06-03 17:01:11.461318,525.2615966796875,613.4607543945312,move,
2025-06-03 17:01:11.469522,527.810546875,615.5848388671875,move,
2025-06-03 17:01:11.480149,530.3595581054688,617.708984375,move,
2025-06-03 17:01:11.485319,533.07568359375,620.4251708984375,move,
2025-06-03 17:01:11.493167,535.1998291015625,622.97412109375,move,
2025-06-03 17:01:11.501519,538.0833740234375,626.3382568359375,move,
2025-06-03 17:01:11.514162,541.1343994140625,630.40625,move,
2025-06-03 17:01:11.516924,543.537353515625,634.2509765625,move,
2025-06-03 17:01:11.524744,546.079833984375,638.8275146484375,move,
2025-06-03 17:01:11.532726,546.818115234375,640.67333984375,move,
2025-06-03 17:01:11.540699,548.62890625,644.2948608398438,move,
2025-06-03 17:01:11.551073,549.8198852539062,646.6767578125,move,
2025-06-03 17:01:11.556844,550.6138305664062,649.0586547851562,move,
2025-06-03 17:01:11.564644,551.3521728515625,650.9044799804688,move,
2025-06-03 17:01:11.572503,551.6657104492188,651.84521484375,move,
2025-06-03 17:01:11.581144,551.9793090820312,652.7859497070312,move,
2025-06-03 17:01:11.588464,552.26513671875,653.357666015625,move,
2025-06-03 17:01:11.596444,552.26513671875,653.61572265625,move,
2025-06-03 17:01:11.604801,552.26513671875,653.873779296875,move,
2025-06-03 17:01:11.668634,552.4991455078125,653.873779296875,move,
2025-06-03 17:01:11.684157,552.4991455078125,653.6290283203125,move,
2025-06-03 17:01:11.693133,552.7572631835938,653.6290283203125,move,
2025-06-03 17:01:11.718543,552.997314453125,653.6290283203125,move,
2025-06-03 17:01:11.747719,553.2349243164062,653.6290283203125,move,
2025-06-03 17:01:11.763765,553.479736328125,653.6290283203125,move,
2025-06-03 17:01:11.779631,553.7392578125,654.148193359375,move,
2025-06-03 17:01:11.787556,553.9973754882812,654.40625,move,
2025-06-03 17:01:11.795619,554.283203125,654.9779052734375,move,
2025-06-03 17:01:11.804876,554.5690307617188,655.5496215820312,move,
2025-06-03 17:01:11.811244,554.5690307617188,655.8077392578125,move,
2025-06-03 17:01:11.819294,554.8548583984375,656.37939453125,move,
2025-06-03 17:01:11.827211,554.8548583984375,656.637451171875,move,
2025-06-03 17:01:11.835219,555.1129760742188,656.8955688476562,move,
2025-06-03 17:01:11.843303,555.1129760742188,657.1536865234375,move,
2025-06-03 17:01:11.851075,555.1129760742188,657.4118041992188,move,
2025-06-03 17:01:11.859170,555.37109375,657.669921875,move,
2025-06-03 17:01:11.867018,555.37109375,657.927978515625,move,
2025-06-03 17:01:11.883165,555.37109375,658.1726684570312,move,
2025-06-03 17:01:11.898870,555.37109375,658.4177856445312,move,
2025-06-03 17:01:11.914992,555.37109375,658.6624755859375,move,
2025-06-03 17:01:11.922848,555.37109375,658.9205322265625,move,
2025-06-03 17:01:11.938572,555.37109375,659.1655883789062,move,
2025-06-03 17:01:11.958870,555.37109375,659.410400390625,move,
2025-06-03 17:01:11.962678,555.629150390625,659.410400390625,move,
2025-06-03 17:01:11.987879,555.629150390625,659.6504516601562,move,
2025-06-03 17:01:12.042363,555.8637084960938,659.6504516601562,move,
2025-06-03 17:01:13.451496,555.8637084960938,659.6504516601562,press,Button.left
2025-06-03 17:01:13.585619,555.8637084960938,659.6504516601562,release,Button.left
