time,x,y,event,button
2025-06-03 15:51:56.079015,774.9656372070312,465.336669921875,move,
2025-06-03 15:51:56.084583,773.8010864257812,469.99505615234375,move,
2025-06-03 15:51:56.093338,772.636474609375,474.65338134765625,move,
2025-06-03 15:51:56.093496,770.8895874023438,479.311767578125,move,
2025-06-03 15:51:56.109042,768.5604248046875,483.3878173828125,move,
2025-06-03 15:51:56.124105,766.2312622070312,488.0461730957031,move,
2025-06-03 15:51:56.124490,764.0054931640625,491.384765625,move,
2025-06-03 15:51:56.138797,761.2233276367188,494.16693115234375,move,
2025-06-03 15:51:56.138956,757.0064697265625,497.7813720703125,move,
2025-06-03 15:51:56.154440,753.6679077148438,500.00714111328125,move,
2025-06-03 15:51:56.154681,749.591796875,502.3363037109375,move,
2025-06-03 15:51:56.169208,744.170166015625,504.1435241699219,move,
2025-06-03 15:51:56.169424,738.7484741210938,505.34832763671875,move,
2025-06-03 15:51:56.184220,733.3267822265625,506.5531311035156,move,
2025-06-03 15:51:56.184634,727.1417846679688,507.171630859375,move,
2025-06-03 15:51:56.199355,720.1934814453125,507.171630859375,move,
2025-06-03 15:51:56.199684,712.4818115234375,507.81427001953125,move,
2025-06-03 15:51:56.214133,704.7702026367188,508.4568786621094,move,
2025-06-03 15:51:56.214491,696.2952270507812,508.4568786621094,move,
2025-06-03 15:51:56.229075,687.8202514648438,509.1087951660156,move,
2025-06-03 15:51:56.229354,678.5819702148438,509.1087951660156,move,
2025-06-03 15:51:56.243464,668.5803833007812,508.4420166015625,move,
2025-06-03 15:51:56.243702,658.5787963867188,507.7752685546875,move,
2025-06-03 15:51:56.259125,648.5772094726562,507.1085205078125,move,
2025-06-03 15:51:56.259339,637.812255859375,506.4356994628906,move,
2025-06-03 15:51:56.274307,627.8106689453125,505.7689208984375,move,
2025-06-03 15:51:56.274545,617.0457153320312,504.42333984375,move,
2025-06-03 15:51:56.289074,606.2808227539062,503.7505187988281,move,
2025-06-03 15:51:56.304301,597.0425415039062,502.4307861328125,move,
2025-06-03 15:51:56.304635,588.5675659179688,501.126953125,move,
2025-06-03 15:51:56.319431,580.85595703125,499.8416748046875,move,
2025-06-03 15:51:56.319748,572.3809814453125,498.537841796875,move,
2025-06-03 15:51:56.334112,564.6693115234375,496.60992431640625,move,
2025-06-03 15:51:56.334425,556.9577026367188,494.6820373535156,move,
2025-06-03 15:51:56.347462,549.2460327148438,492.754150390625,move,
2025-06-03 15:51:56.347739,541.534423828125,490.82623291015625,move,
2025-06-03 15:51:56.364134,533.0594482421875,488.21856689453125,move,
2025-06-03 15:51:56.364512,525.3478393554688,485.64801025390625,move,
2025-06-03 15:51:56.379157,518.27880859375,482.434814453125,move,
2025-06-03 15:51:56.379438,511.33050537109375,479.9081726074219,move,
2025-06-03 15:51:56.394166,505.01385498046875,476.7498474121094,move,
2025-06-03 15:51:56.394449,498.828857421875,474.2758483886719,move,
2025-06-03 15:51:56.409136,494.1705017089844,472.52899169921875,move,
2025-06-03 15:51:56.409381,488.7488098144531,470.1193542480469,move,
2025-06-03 15:51:56.424079,484.8537902832031,469.0064697265625,move,
2025-06-03 15:51:56.424359,482.474853515625,467.5791320800781,move,
2025-06-03 15:51:56.439332,480.0959167480469,466.6275634765625,move,
2025-06-03 15:51:56.439615,478.46942138671875,465.8143310546875,move,
2025-06-03 15:51:56.454120,477.5954284667969,465.2316589355469,move,
2025-06-03 15:51:56.454389,477.13824462890625,465.0030822753906,move,
2025-06-03 15:51:56.469103,476.90966796875,464.5458984375,move,
2025-06-03 15:51:56.469379,476.68109130859375,464.31732177734375,move,
2025-06-03 15:51:56.484162,476.4525146484375,463.86016845703125,move,
2025-06-03 15:51:56.498373,476.16119384765625,462.98614501953125,move,
2025-06-03 15:51:56.498594,475.75457763671875,461.35968017578125,move,
2025-06-03 15:51:56.512944,475.75457763671875,459.73321533203125,move,
2025-06-03 15:51:56.513045,475.75457763671875,457.354248046875,move,
2025-06-03 15:51:56.527914,475.75457763671875,454.2225341796875,move,
2025-06-03 15:51:56.528026,475.75457763671875,451.0908203125,move,
2025-06-03 15:51:56.543937,476.3110046386719,447.19580078125,move,
2025-06-03 15:51:56.544226,476.8932800292969,442.5374450683594,move,
2025-06-03 15:51:56.559120,478.057861328125,437.87908935546875,move,
2025-06-03 15:51:56.559437,479.8650817871094,432.4573974609375,move,
2025-06-03 15:51:56.574350,481.0296630859375,427.799072265625,move,
2025-06-03 15:51:56.574741,482.77655029296875,423.14068603515625,move,
2025-06-03 15:51:56.589095,483.889404296875,419.24566650390625,move,
2025-06-03 15:51:56.589325,485.5587158203125,415.35064697265625,move,
2025-06-03 15:51:56.604094,487.2279968261719,411.4555969238281,move,
2025-06-03 15:51:56.604306,488.7938537597656,408.3238830566406,move,
2025-06-03 15:51:56.619159,491.01959228515625,404.98529052734375,move,
2025-06-03 15:51:56.619433,492.44696044921875,402.6063232421875,move,
2025-06-03 15:51:56.633211,494.35009765625,400.70318603515625,move,
2025-06-03 15:51:56.633378,496.25323486328125,398.800048828125,move,
2025-06-03 15:51:56.647174,498.1563720703125,397.3727111816406,move,
2025-06-03 15:51:56.647341,500.05950927734375,395.94537353515625,move,
2025-06-03 15:51:56.664164,501.68597412109375,395.13214111328125,move,
2025-06-03 15:51:56.664390,503.3124694824219,394.31890869140625,move,
2025-06-03 15:51:56.679170,505.69140625,393.8431091308594,move,
2025-06-03 15:51:56.694179,508.0703430175781,392.89154052734375,move,
2025-06-03 15:51:56.694455,510.44927978515625,391.9399719238281,move,
2025-06-03 15:51:56.709208,512.0757446289062,391.1267395019531,move,
2025-06-03 15:51:56.709501,515.2074584960938,390.60479736328125,move,
2025-06-03 15:51:56.724155,517.58642578125,389.6532287597656,move,
2025-06-03 15:51:56.724395,519.96533203125,388.70166015625,move,
2025-06-03 15:51:56.738748,523.0970458984375,388.1797180175781,move,
2025-06-03 15:51:56.738974,526.228759765625,387.13580322265625,move,
2025-06-03 15:51:56.753321,530.8871459960938,385.97125244140625,move,
2025-06-03 15:51:56.753639,535.5454711914062,384.806640625,move,
2025-06-03 15:51:56.769220,542.4937744140625,383.5433349609375,move,
2025-06-03 15:51:56.769504,550.2054443359375,382.90069580078125,move,
2025-06-03 15:51:56.784036,560.20703125,382.90069580078125,move,
2025-06-03 15:51:56.784295,570.9719848632812,382.90069580078125,move,
2025-06-03 15:51:56.799118,582.5001831054688,382.90069580078125,move,
2025-06-03 15:51:56.799365,594.0284423828125,383.578857421875,move,
2025-06-03 15:51:56.814282,606.3200073242188,384.944580078125,move,
2025-06-03 15:51:56.814554,618.611572265625,386.310302734375,move,
2025-06-03 15:51:56.829106,630.9031372070312,388.35888671875,move,
2025-06-03 15:51:56.829460,643.9580078125,390.420166015625,move,
2025-06-03 15:51:56.844135,657.7762451171875,392.4928894042969,move,
2025-06-03 15:51:56.844597,674.647705078125,396.0077819824219,move,
2025-06-03 15:51:56.858193,689.9925537109375,398.7977294921875,move,
2025-06-03 15:51:56.874151,705.33740234375,402.28521728515625,move,
2025-06-03 15:51:56.874425,721.4456176757812,406.4873046875,move,
2025-06-03 15:51:56.889124,736.7904663085938,409.97479248046875,move,
2025-06-03 15:51:56.889406,752.1353149414062,414.15972900390625,move,
2025-06-03 15:51:56.904214,766.7826538085938,419.04217529296875,move,
2025-06-03 15:51:56.904519,779.8375244140625,423.1647644042969,move,
2025-06-03 15:51:56.919384,794.48486328125,428.74468994140625,move,
2025-06-03 15:51:56.919650,806.0935668945312,434.2076110839844,move,
2025-06-03 15:51:56.934120,816.9436645507812,438.95452880859375,move,
2025-06-03 15:51:56.934376,828.5523681640625,443.73455810546875,move,
2025-06-03 15:51:56.949322,839.4024658203125,449.15960693359375,move,
2025-06-03 15:51:56.949595,851.0111694335938,453.9396667480469,move,
2025-06-03 15:51:56.964105,864.8983154296875,460.18890380859375,move,
2025-06-03 15:51:56.964381,877.334716796875,466.4070739746094,move,
2025-06-03 15:51:56.979135,890.4620361328125,471.9343566894531,move,
2025-06-03 15:51:56.979408,902.8297729492188,477.43115234375,move,
2025-06-03 15:51:56.994394,915.9570922851562,482.26751708984375,move,
2025-06-03 15:51:56.994671,927.5657958984375,487.04754638671875,move,
2025-06-03 15:51:57.009109,939.8573608398438,491.14471435546875,move,
