time,x,y,event,button
2025-06-02 18:49:54.566028,381.91717529296875,185.27452087402344,move,
2025-06-02 18:49:54.574039,389.02581787109375,181.72019958496094,move,
2025-06-02 18:49:54.582080,395.7986755371094,179.46258544921875,move,
2025-06-02 18:49:54.590045,402.9073181152344,176.5006561279297,move,
2025-06-02 18:49:54.597875,409.68017578125,174.2430419921875,move,
2025-06-02 18:49:54.605895,420.5038757324219,171.53712463378906,move,
2025-06-02 18:49:54.613960,424.82916259765625,170.57595825195312,move,
2025-06-02 18:49:54.622122,431.6020202636719,169.44715881347656,move,
2025-06-02 18:49:54.629969,438.3748474121094,167.7539520263672,move,
2025-06-02 18:49:54.637864,445.147705078125,166.62515258789062,move,
2025-06-02 18:49:54.645859,451.9205322265625,166.06076049804688,move,
2025-06-02 18:49:54.653814,458.6933898925781,165.49636840820312,move,
2025-06-02 18:49:54.661716,466.3944396972656,164.90399169921875,move,
2025-06-02 18:49:54.669734,473.1672668457031,164.339599609375,move,
2025-06-02 18:49:54.677710,479.94012451171875,164.339599609375,move,
2025-06-02 18:49:54.685564,486.71295166015625,164.339599609375,move,
2025-06-02 18:49:54.693606,493.4858093261719,164.339599609375,move,
2025-06-02 18:49:54.701489,501.1868591308594,164.339599609375,move,
2025-06-02 18:49:54.709531,507.9596862792969,164.339599609375,move,
2025-06-02 18:49:54.717416,514.7325439453125,165.46839904785156,move,
2025-06-02 18:49:54.725408,521.50537109375,167.16160583496094,move,
2025-06-02 18:49:54.733116,527.40625,168.7709197998047,move,
2025-06-02 18:49:54.741406,533.30712890625,170.91668701171875,move,
2025-06-02 18:49:54.749245,538.3921508789062,172.95069885253906,move,
2025-06-02 18:49:54.756442,544.2930297851562,175.09646606445312,move,
2025-06-02 18:49:54.765138,548.6159057617188,177.0177459716797,move,
2025-06-02 18:49:54.773153,552.941162109375,178.94009399414062,move,
2025-06-02 18:49:54.780367,556.785888671875,181.34303283691406,move,
2025-06-02 18:49:54.788941,560.630615234375,183.7459716796875,move,
2025-06-02 18:49:54.796986,563.7994384765625,186.0094451904297,move,
2025-06-02 18:49:54.804967,566.3484497070312,188.13357543945312,move,
2025-06-02 18:49:54.812922,569.23193359375,191.49769592285156,move,
2025-06-02 18:49:54.820949,571.3560791015625,194.04666137695312,move,
2025-06-02 18:49:54.829060,573.1668701171875,197.66822814941406,move,
2025-06-02 18:49:54.836403,575.0892333984375,201.99351501464844,move,
2025-06-02 18:49:54.844134,576.6146850585938,207.07855224609375,move,
2025-06-02 18:49:54.852399,577.6875610351562,212.9794158935547,move,
2025-06-02 18:49:54.860707,578.7604370117188,218.88027954101562,move,
2025-06-02 18:49:54.868820,579.9452514648438,226.58132934570312,move,
2025-06-02 18:49:54.876242,580.6497802734375,238.558837890625,move,
2025-06-02 18:49:54.884422,581.2982177734375,248.28524780273438,move,
2025-06-02 18:49:54.892594,581.2982177734375,258.01165771484375,move,
2025-06-02 18:49:54.900542,581.2982177734375,263.0966796875,move,
2025-06-02 18:49:54.908576,581.2982177734375,278.8753356933594,move,
2025-06-02 18:49:54.916259,581.2982177734375,288.60174560546875,move,
2025-06-02 18:49:54.924391,580.6497802734375,298.3281555175781,move,
2025-06-02 18:49:54.932211,577.94384765625,309.1518859863281,move,
2025-06-02 18:49:54.940233,575.3501586914062,318.8782958984375,move,
2025-06-02 18:49:54.948334,572.1080322265625,328.6047058105469,move,
2025-06-02 18:49:54.956065,567.8806762695312,339.8776550292969,move,
2025-06-02 18:49:54.964072,562.7520751953125,352.3328857421875,move,
2025-06-02 18:49:54.972075,556.8908081054688,364.7881164550781,move,
2025-06-02 18:49:54.980066,550.8045043945312,378.48223876953125,move,
2025-06-02 18:49:54.988036,543.4505615234375,394.0072326660156,move,
2025-06-02 18:49:54.995956,529.8875732421875,421.13323974609375,move,
2025-06-02 18:49:55.003924,520.5892944335938,438.0392150878906,move,
2025-06-02 18:49:55.011463,511.291015625,454.9451599121094,move,
2025-06-02 18:49:55.019812,500.4699401855469,473.8820495605469,move,
2025-06-02 18:49:55.027982,489.64886474609375,492.81890869140625,move,
2025-06-02 18:49:55.035497,484.2370300292969,502.2896728515625,move,
2025-06-02 18:49:55.043878,474.4317932128906,516.99755859375,move,
2025-06-02 18:49:55.051738,464.6265563964844,531.7053833007812,move,
2025-06-02 18:49:55.059713,456.2579040527344,543.8779907226562,move,
2025-06-02 18:49:55.067688,451.96636962890625,548.1694946289062,move,
2025-06-02 18:49:55.075672,438.8636474609375,563.8927612304688,move,
2025-06-02 18:49:55.083427,434.7956237792969,567.4523315429688,move,
2025-06-02 18:49:55.091587,427.0144958496094,573.2881469726562,move,
2025-06-02 18:49:55.099413,419.56976318359375,578.2513427734375,move,
2025-06-02 18:49:55.107279,406.63641357421875,585.098388671875,move,
2025-06-02 18:49:55.115292,398.93536376953125,588.060302734375,move,
2025-06-02 18:49:55.123283,389.2089538574219,590.005615234375,move,
2025-06-02 18:49:55.131292,379.4825439453125,590.6539916992188,move,
2025-06-02 18:49:55.139262,369.7561340332031,590.6539916992188,move,
